user_id_str,full_text,text_en,lwr,clean_number,clean_punct,clean_double_ws,scores,compound,comp_scores
318411580.0,Kalo ada nominasi warga dengan ngambil uang di ATM terlama Luwuk bisa jadi masuk nominasi sih.,"If there are nominations, residents who withdraw money from Luwuk's oldest ATMs could be nominated.","if there are nominations, residents who withdraw money from luwuk's oldest atms could be nominated.","if there are nominations, residents who withdraw money from luwuk's oldest atms could be nominated.",if there are nominations residents who withdraw money from luwuk s oldest atms could be nominated ,if there are nominations residents who withdraw money from luwuk s oldest atms could be nominated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.4449563856580936e+18,Sahabat di Luwuk Makassar pernah bilang Sebaik-baiknya obat adalah membaca tulisan sendiri . Diingatkan juga sama spv demikian dan baru pagi ini sempat baca draft lagi. Another connected dots! ️,A friend in Luwuk Makassar once said that the best medicine is reading your own writing. The spv also reminded me of that and only this morning had time to read the draft again. Another connected dot! ✔️,a friend in luwuk makassar once said that the best medicine is reading your own writing. the spv also reminded me of that and only this morning had time to read the draft again. another connected dot! ✔️,a friend in luwuk makassar once said that the best medicine is reading your own writing. the spv also reminded me of that and only this morning had time to read the draft again. another connected dot! ✔️,a friend in luwuk makassar once said that the best medicine is reading your own writing  the spv also reminded me of that and only this morning had time to read the draft again  another connected dot    ,a friend in luwuk makassar once said that the best medicine is reading your own writing the spv also reminded me of that and only this morning had time to read the draft again another connected dot,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.8126}",0.8126,positif
1.47946737775446e+18,ulo luwuk,ulo luwuk,ulo luwuk,ulo luwuk,ulo luwuk,ulo luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
4853788294.0,loker spv hse luwuk gaji 10jt minat dm ygy cepet2 aja lesgoo !!,spv locker hse luwuk salary 10 million interested dm quickly lesgoo!!,spv locker hse luwuk salary 10 million interested dm quickly lesgoo!!,spv locker hse luwuk salary  million interested dm quickly lesgoo!!,spv locker hse luwuk salary  million interested dm quickly lesgoo  ,spv locker hse luwuk salary million interested dm quickly lesgoo,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,positif
1.226556466238128e+18,Alhamdulillah gajadi trip ke Luwuk Banggai Padahal loker udah dipenuhin cemilan...,Thank God the trip to Luwuk Banggai didn't happen even though the locker was already filled with snacks...,thank god the trip to luwuk banggai didn't happen even though the locker was already filled with snacks...,thank god the trip to luwuk banggai didn't happen even though the locker was already filled with snacks...,thank god the trip to luwuk banggai didn t happen even though the locker was already filled with snacks   ,thank god the trip to luwuk banggai didn t happen even though the locker was already filled with snacks,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.5574}",0.5574,positif
1.4380599184817684e+18,Lapas Tolitoli terima Napi Pindahan dari Lapas Luwuk,Tolitoli Prison accepts transfer prisoners from Luwuk prison,tolitoli prison accepts transfer prisoners from luwuk prison,tolitoli prison accepts transfer prisoners from luwuk prison,tolitoli prison accepts transfer prisoners from luwuk prison,tolitoli prison accepts transfer prisoners from luwuk prison,"{'neg': 0.611, 'neu': 0.247, 'pos': 0.142, 'compound': -0.8225}",-0.8225,negatif
1.226556466238128e+18,Busett direncanakan bakal ada trip Gresik - Luwuk Banggai (-+935 miles)... Yg deket2 aja napa bngsaddd! ,"Busett plans to have a Gresik - Luwuk Banggai trip (-+935 miles)... Those that are close by, why not bngsaddd!","busett plans to have a gresik - luwuk banggai trip (-+935 miles)... those that are close by, why not bngsaddd!","busett plans to have a gresik - luwuk banggai trip (-+ miles)... those that are close by, why not bngsaddd!",busett plans to have a gresik   luwuk banggai trip    miles    those that are close by why not bngsaddd ,busett plans to have a gresik luwuk banggai trip miles those that are close by why not bngsaddd,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
40653395.0,PENGEN NONTON BARASUARA LIVE LAGI AJGGG MAIN KEK KE LUWUK,I WANT TO WATCH BARASUARA LIVE AGAIN AND PLAY KEK TO LUWUK,i want to watch barasuara live again and play kek to luwuk,i want to watch barasuara live again and play kek to luwuk,i want to watch barasuara live again and play kek to luwuk,i want to watch barasuara live again and play kek to luwuk,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.4019}",0.4019,positif
2489419374.0,Kenapa gk dari dulu minta pindah luwuk aja ya,Why didn't you just ask to move to Luwuk in the first place?,why didn't you just ask to move to luwuk in the first place?,why didn't you just ask to move to luwuk in the first place?,why didn t you just ask to move to luwuk in the first place ,why didn t you just ask to move to luwuk in the first place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
188650843.0,Kalau acara kapurung-an gini mau di jkt bekasi palopo sampe luwuk kerjaan gua cuman bulet2in sama nyuci piring dah,"If it's a limestone event like this, it's going to be in Jkt, Bekasi, Palopo until Luwuk, my work is just busy washing the dishes.","if it's a limestone event like this, it's going to be in jkt, bekasi, palopo until luwuk, my work is just busy washing the dishes.","if it's a limestone event like this, it's going to be in jkt, bekasi, palopo until luwuk, my work is just busy washing the dishes.",if it s a limestone event like this it s going to be in jkt bekasi palopo until luwuk my work is just busy washing the dishes ,if it s a limestone event like this it s going to be in jkt bekasi palopo until luwuk my work is just busy washing the dishes,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}",0.3612,positif
1.4380599184817684e+18,LAPAS TOLITOLI TERIMA 55 WARBINPAS PINDAHAN DARI LAPAS LUWUK,TOLITOLI PRISON RECEIVES 55 WARBINPAS TRANSFERRED FROM LUWUK PRISON,tolitoli prison receives 55 warbinpas transferred from luwuk prison,tolitoli prison receives  warbinpas transferred from luwuk prison,tolitoli prison receives  warbinpas transferred from luwuk prison,tolitoli prison receives warbinpas transferred from luwuk prison,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.765}",-0.765,negatif
1.5161400145302935e+18,muda mudi luwuk maennya pada kemanasi sepi amat,Luwuk young people play in very quiet areas,luwuk young people play in very quiet areas,luwuk young people play in very quiet areas,luwuk young people play in very quiet areas,luwuk young people play in very quiet areas,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,positif
15580664.0,Kapanlah bisa ke Luwuk... air terjun Piala bagus banget,When can you go to Luwuk... the Cup waterfall is really beautiful,when can you go to luwuk... the cup waterfall is really beautiful,when can you go to luwuk... the cup waterfall is really beautiful,when can you go to luwuk    the cup waterfall is really beautiful,when can you go to luwuk the cup waterfall is really beautiful,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6361}",0.6361,positif
99831052.0,Menurut aku snorkeling di pink beach kurang oke jadi next kalo mau snorkling mending ke kenawa atau taka makassar sih kalo di pink beach itu yg dijual pemandangannya aja yg pasir pink bukan bawah lautnya.. soalnya sama luwuk aja masih jauh nih pink beach,"In my opinion, snorkeling at Pink Beach is not good, so next time if you want to snorkel, it's better to go to Kenawa or Taka Makassar, but at Pink Beach, the view is only the pink sand, not the underwater... because even Luwuk is still far from Pink Beach.","in my opinion, snorkeling at pink beach is not good, so next time if you want to snorkel, it's better to go to kenawa or taka makassar, but at pink beach, the view is only the pink sand, not the underwater... because even luwuk is still far from pink beach.","in my opinion, snorkeling at pink beach is not good, so next time if you want to snorkel, it's better to go to kenawa or taka makassar, but at pink beach, the view is only the pink sand, not the underwater... because even luwuk is still far from pink beach.",in my opinion snorkeling at pink beach is not good so next time if you want to snorkel it s better to go to kenawa or taka makassar but at pink beach the view is only the pink sand not the underwater    because even luwuk is still far from pink beach ,in my opinion snorkeling at pink beach is not good so next time if you want to snorkel it s better to go to kenawa or taka makassar but at pink beach the view is only the pink sand not the underwater because even luwuk is still far from pink beach,"{'neg': 0.033, 'neu': 0.907, 'pos': 0.06, 'compound': 0.102}",0.102,positif
1254118686.0,Ngelewatin jalur lintas luwuk tanpa mabuk darat itu agak mustahil sepertinya,Passing the Luwuk crossing route without getting carsick seems a bit impossible,passing the luwuk crossing route without getting carsick seems a bit impossible,passing the luwuk crossing route without getting carsick seems a bit impossible,passing the luwuk crossing route without getting carsick seems a bit impossible,passing the luwuk crossing route without getting carsick seems a bit impossible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0372963647223887e+18,Prioritaskan Layanan Publik Berbasis HAM Kanwil Kemenkumham Sulteng Gelar Rapat Evaluasi dan Pelatihan Bahasa Isyarat pada Jajarannya,Prioritize Human Rights-Based Public Services Central Sulawesi Ministry of Law and Human Rights Regional Office Holds Evaluation Meeting and Sign Language Training for Its Staff,prioritize human rights-based public services central sulawesi ministry of law and human rights regional office holds evaluation meeting and sign language training for its staff,prioritize human rights-based public services central sulawesi ministry of law and human rights regional office holds evaluation meeting and sign language training for its staff,prioritize human rights based public services central sulawesi ministry of law and human rights regional office holds evaluation meeting and sign language training for its staff,prioritize human rights based public services central sulawesi ministry of law and human rights regional office holds evaluation meeting and sign language training for its staff,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0372963647223887e+18, FMD KANWIL KEMENKUMHAM SULTENG ,FMD KANWIL KEMENKUMHAM SULTENG,fmd kanwil kemenkumham sulteng,fmd kanwil kemenkumham sulteng,fmd kanwil kemenkumham sulteng,fmd kanwil kemenkumham sulteng,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
40653395.0,BANGGA SAMA KOTAK! dijalan naik turun luwuk dia masih dpt 1:14 6 HAHAHAHA yezzz welkam to pengiritan lyfe~,PROUD OF THE BOX! on the road up and down Luwuk he still got 1:14 6 HAHAHAHA yezzz welcome to saving life~,proud of the box! on the road up and down luwuk he still got 1:14 6 hahahaha yezzz welcome to saving life~,proud of the box! on the road up and down luwuk he still got :  hahahaha yezzz welcome to saving life~,proud of the box  on the road up and down luwuk he still got    hahahaha yezzz welcome to saving life ,proud of the box on the road up and down luwuk he still got hahahaha yezzz welcome to saving life,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.7269}",0.7269,positif
128556683.0,Senin : luwuk - Ampana 5 jam Selasa : Ampana - Poso 4 jam Rabu : Poso - Tentena 1.5 jam Kamis : trip tentena Jumat : Tentena - Ampana 5 jam Sabtu : ampana - Togean 2 jam Minggu : togean - Ampana 2 jam Senin : Ampana - Luwuk 5 jam Baru selasa dah pegel cuy,"Monday: Luwuk - Ampana 5 hours Tuesday: Ampana - Poso 4 hours Wednesday: Poso - Tentena 1.5 hours Thursday: Tentena trip Friday: Tentena - Ampana 5 hours Saturday: Ampana - Togean 2 hours Sunday: Togean - Ampana 2 hours Monday: Ampana - Luwuk 5 hours It's just Tuesday, guys","monday: luwuk - ampana 5 hours tuesday: ampana - poso 4 hours wednesday: poso - tentena 1.5 hours thursday: tentena trip friday: tentena - ampana 5 hours saturday: ampana - togean 2 hours sunday: togean - ampana 2 hours monday: ampana - luwuk 5 hours it's just tuesday, guys","monday: luwuk - ampana  hours tuesday: ampana - poso  hours wednesday: poso - tentena . hours thursday: tentena trip friday: tentena - ampana  hours saturday: ampana - togean  hours sunday: togean - ampana  hours monday: ampana - luwuk  hours it's just tuesday, guys",monday  luwuk   ampana  hours tuesday  ampana   poso  hours wednesday  poso   tentena   hours thursday  tentena trip friday  tentena   ampana  hours saturday  ampana   togean  hours sunday  togean   ampana  hours monday  ampana   luwuk  hours it s just tuesday guys,monday luwuk ampana hours tuesday ampana poso hours wednesday poso tentena hours thursday tentena trip friday tentena ampana hours saturday ampana togean hours sunday togean ampana hours monday ampana luwuk hours it s just tuesday guys,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
496668394.0,luwuk keren parah ,Luwuk is really cool,luwuk is really cool,luwuk is really cool,luwuk is really cool,luwuk is really cool,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3804}",0.3804,positif
58406644.0,Semenjak adek gue lulus tahun 2016 belom pernah 1x pun gue nganter dia ke bandara buat sign on. Pengeen banget tp gue kerja di Sulawesi. Dan besok adek gue sign on di Luwuk. Transit makassar dari jakarta!!! Hehehehehehehe,"Since my little brother graduated in 2016, I haven't taken him to the airport once to sign on. I really want to but I work in Sulawesi. And tomorrow my little brother will sign on in Luwuk. Transit Makassar from Jakarta!!! Hehehehehehehe","since my little brother graduated in 2016, i haven't taken him to the airport once to sign on. i really want to but i work in sulawesi. and tomorrow my little brother will sign on in luwuk. transit makassar from jakarta!!! hehehehehehehe","since my little brother graduated in , i haven't taken him to the airport once to sign on. i really want to but i work in sulawesi. and tomorrow my little brother will sign on in luwuk. transit makassar from jakarta!!! hehehehehehehe",since my little brother graduated in  i haven t taken him to the airport once to sign on  i really want to but i work in sulawesi  and tomorrow my little brother will sign on in luwuk  transit makassar from jakarta    hehehehehehehe,since my little brother graduated in i haven t taken him to the airport once to sign on i really want to but i work in sulawesi and tomorrow my little brother will sign on in luwuk transit makassar from jakarta hehehehehehehe,"{'neg': 0.0, 'neu': 0.966, 'pos': 0.034, 'compound': 0.0763}",0.0763,netral
318411580.0,Bukan Luwuk namanya kalo ga mati lampu zz,It wouldn't be Luwuk if the lights didn't go out zz,it wouldn't be luwuk if the lights didn't go out zz,it wouldn't be luwuk if the lights didn't go out zz,it wouldn t be luwuk if the lights didn t go out zz,it wouldn t be luwuk if the lights didn t go out zz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
85067824.0,Sombori - Labengki Luwuk - Banggai. Semoga ada rezeki main kesana ,Sombori - Labengki Luwuk - Banggai. Hopefully there will be luck playing there,sombori - labengki luwuk - banggai. hopefully there will be luck playing there,sombori - labengki luwuk - banggai. hopefully there will be luck playing there,sombori   labengki luwuk   banggai  hopefully there will be luck playing there,sombori labengki luwuk banggai hopefully there will be luck playing there,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.7579}",0.7579,positif
318411580.0,Tiara Andini pls ke Luwuk Sulteng dong Slank aja bisa kok yuk!! @initiaraandini,"Tiara Andini, please go to Luwuk, Central Sulawesi, Slank, you can do it!! @initiaraandini","tiara andini, please go to luwuk, central sulawesi, slank, you can do it!! @initiaraandini","tiara andini, please go to luwuk, central sulawesi, slank, you can do it!! @initiaraandini",tiara andini please go to luwuk central sulawesi slank you can do it   initiaraandini,tiara andini please go to luwuk central sulawesi slank you can do it initiaraandini,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,positif
40653395.0,ya Allah ini toima cuma di survey doang tp ya kok panasnya lebihin luwuk ya di biak aja boleh kan:)),"Oh my God, this Toima was only surveyed, but why is it even hotter in Luwuk? It's okay to breed it, right? :))","oh my god, this toima was only surveyed, but why is it even hotter in luwuk? it's okay to breed it, right? :))","oh my god, this toima was only surveyed, but why is it even hotter in luwuk? it's okay to breed it, right? :))",oh my god this toima was only surveyed but why is it even hotter in luwuk  it s okay to breed it right   ,oh my god this toima was only surveyed but why is it even hotter in luwuk it s okay to breed it right,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.4404}",0.4404,positif
488199197.0,38 jam manado-palu-luwuk,38 hours Manado-Palu-Luwuk,38 hours manado-palu-luwuk, hours manado-palu-luwuk, hours manado palu luwuk,hours manado palu luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
40653395.0,PERNAH GAK SIH LO KEPANASAN BANGET SAMPE CELANA LO ANYEP? LUWUK PANAS BGT ANJJJJ,HAVE YOU EVER BEEN SO HOT THAT YOUR PANTS ARE ONE? LUWUK IS SO HOT ANJJJJ,have you ever been so hot that your pants are one? luwuk is so hot anjjjj,have you ever been so hot that your pants are one? luwuk is so hot anjjjj,have you ever been so hot that your pants are one  luwuk is so hot anjjjj,have you ever been so hot that your pants are one luwuk is so hot anjjjj,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.5301261372210708e+18,Baru juga 60 harinya om yg satu eh tua mso RS Luwuk juga. Pulang palu krna soaso kuliah eh tua juga di rujuk kpalu blum satu Minggu di palu pulang lgi krna tua so tda ada ,"It's only been 60 days since the other uncle, old man, Luwuk Hospital too. I'm going home from Palu because Soaso is in college, I'm old, I'm also being referred to in Palu, not even a week in Palu, I'm going home again because I'm old, so there's nothing","it's only been 60 days since the other uncle, old man, luwuk hospital too. i'm going home from palu because soaso is in college, i'm old, i'm also being referred to in palu, not even a week in palu, i'm going home again because i'm old, so there's nothing","it's only been  days since the other uncle, old man, luwuk hospital too. i'm going home from palu because soaso is in college, i'm old, i'm also being referred to in palu, not even a week in palu, i'm going home again because i'm old, so there's nothing",it s only been  days since the other uncle old man luwuk hospital too  i m going home from palu because soaso is in college i m old i m also being referred to in palu not even a week in palu i m going home again because i m old so there s nothing,it s only been days since the other uncle old man luwuk hospital too i m going home from palu because soaso is in college i m old i m also being referred to in palu not even a week in palu i m going home again because i m old so there s nothing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.5301261372210708e+18,harap harap pulang luwuk sehat samua. Trang syang tua tapi tuhan Lebe sayang,I hope everyone returns home healthy. Trang darling old but god Lebe darling,i hope everyone returns home healthy. trang darling old but god lebe darling,i hope everyone returns home healthy. trang darling old but god lebe darling,i hope everyone returns home healthy  trang darling old but god lebe darling,i hope everyone returns home healthy trang darling old but god lebe darling,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.9194}",0.9194,positif
1.0372963647223887e+18,GELAR OPINI KEBIJAKAN KANWIL KEMENKUMHAM SULTENG INFORMASIKAN IMPLEMENTASI PERLINDUNGAN DATA PRIBADI LAYANAN KEIMIGRASIAN,HELD POLICY OPINION OF THE KANWIL KEMENKUMHAM SULTENG INFORMING THE IMPLEMENTATION OF PERSONAL DATA PROTECTION FOR IMMIGRATION SERVICES,held policy opinion of the kanwil kemenkumham sulteng informing the implementation of personal data protection for immigration services,held policy opinion of the kanwil kemenkumham sulteng informing the implementation of personal data protection for immigration services,held policy opinion of the kanwil kemenkumham sulteng informing the implementation of personal data protection for immigration services,held policy opinion of the kanwil kemenkumham sulteng informing the implementation of personal data protection for immigration services,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
58406644.0,Makassar - Jakarta Jakarta - Makassar Senin : Makassar - Balikpapan Selasa : Balikpapan - Makassar Rabu : Makassar - Bali Minggu : Bali - Makassar Selasa : Makassar - Luwuk Kamis : Luwuk - Makassar Jumat : Makassar - Jakarta Minggu : Jakarta - Makassar,Makassar - Jakarta Jakarta - Makassar Monday : Makassar - Balikpapan Tuesday : Balikpapan - Makassar Wednesday : Makassar - Bali Sunday : Bali - Makassar Tuesday : Makassar - Luwuk Thursday : Luwuk - Makassar Friday : Makassar - Jakarta Sunday : Jakarta - Makassar,makassar - jakarta jakarta - makassar monday : makassar - balikpapan tuesday : balikpapan - makassar wednesday : makassar - bali sunday : bali - makassar tuesday : makassar - luwuk thursday : luwuk - makassar friday : makassar - jakarta sunday : jakarta - makassar,makassar - jakarta jakarta - makassar monday : makassar - balikpapan tuesday : balikpapan - makassar wednesday : makassar - bali sunday : bali - makassar tuesday : makassar - luwuk thursday : luwuk - makassar friday : makassar - jakarta sunday : jakarta - makassar,makassar   jakarta jakarta   makassar monday   makassar   balikpapan tuesday   balikpapan   makassar wednesday   makassar   bali sunday   bali   makassar tuesday   makassar   luwuk thursday   luwuk   makassar friday   makassar   jakarta sunday   jakarta   makassar,makassar jakarta jakarta makassar monday makassar balikpapan tuesday balikpapan makassar wednesday makassar bali sunday bali makassar tuesday makassar luwuk thursday luwuk makassar friday makassar jakarta sunday jakarta makassar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0372963647223887e+18,SHDP KANWIL KEMENKUMHAM SULTENG GELAR DHARMA SANTI RAYAKAN HARI RAYA NYEPI TAHUN BARU CAKKA 1945,SHDP KANWIL KEMENKUMHAM SULTENG HELD DHARMA SANTI CELEBRATING NYEPI NEW YEAR CAKKA 1945,shdp kanwil kemenkumham sulteng held dharma santi celebrating nyepi new year cakka 1945,shdp kanwil kemenkumham sulteng held dharma santi celebrating nyepi new year cakka ,shdp kanwil kemenkumham sulteng held dharma santi celebrating nyepi new year cakka ,shdp kanwil kemenkumham sulteng held dharma santi celebrating nyepi new year cakka,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,positif
58406644.0,Baru bisa napas setelah kelar acara luwuk ga sih ?,Can you only breathe after the Luwuk event is finished?,can you only breathe after the luwuk event is finished?,can you only breathe after the luwuk event is finished?,can you only breathe after the luwuk event is finished ,can you only breathe after the luwuk event is finished,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
549305947.0,lagi libur malah kantor kelabakan karena mcu di luwuk ditolak asdfshsjsjsk,"During the holidays, the office was in trouble because the MCU in Luwuk was rejected asdfshsjsjsk","during the holidays, the office was in trouble because the mcu in luwuk was rejected asdfshsjsjsk","during the holidays, the office was in trouble because the mcu in luwuk was rejected asdfshsjsjsk",during the holidays the office was in trouble because the mcu in luwuk was rejected asdfshsjsjsk,during the holidays the office was in trouble because the mcu in luwuk was rejected asdfshsjsjsk,"{'neg': 0.278, 'neu': 0.602, 'pos': 0.12, 'compound': -0.5267}",-0.5267,negatif
570645290.0,Saking sibuknya klo di Luwuk lama lama hayati minum antimo nih sambil ngekurir,It's so busy that in Luwuk I live for a long time drinking antimo while couriering,it's so busy that in luwuk i live for a long time drinking antimo while couriering,it's so busy that in luwuk i live for a long time drinking antimo while couriering,it s so busy that in luwuk i live for a long time drinking antimo while couriering,it s so busy that in luwuk i live for a long time drinking antimo while couriering,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0700862497869903e+18,unpopular opinion. kopi di luwuk ga ada yang enak ,unpopular opinion. There's no good coffee in Luwuk,unpopular opinion. there's no good coffee in luwuk,unpopular opinion. there's no good coffee in luwuk,unpopular opinion  there s no good coffee in luwuk,unpopular opinion there s no good coffee in luwuk,"{'neg': 0.198, 'neu': 0.541, 'pos': 0.261, 'compound': 0.1779}",0.1779,positif
40653395.0,ini panasnya luwuk emang beda ya abis mandi aja lsg keringetan lg buset,"The heat of Luwuk is really different, just after taking a shower I'm really sweaty","the heat of luwuk is really different, just after taking a shower i'm really sweaty","the heat of luwuk is really different, just after taking a shower i'm really sweaty",the heat of luwuk is really different just after taking a shower i m really sweaty,the heat of luwuk is really different just after taking a shower i m really sweaty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
40653395.0,luwuk suhu 38 rasa 42 anjer matahari kek diatas pala,Luwuk temperature 38 rasa 42 anjer Matahari cake on top of nutmeg,luwuk temperature 38 rasa 42 anjer matahari cake on top of nutmeg,luwuk temperature  rasa  anjer matahari cake on top of nutmeg,luwuk temperature  rasa  anjer matahari cake on top of nutmeg,luwuk temperature rasa anjer matahari cake on top of nutmeg,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}",0.2023,positif
318411580.0,Udah di Luwuk lagi ,I'm in Luwuk again,i'm in luwuk again,i'm in luwuk again,i m in luwuk again,i m in luwuk again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.1653269037182403e+18,Kalo di luwuk so ba burasa x kua bugis ini di tutup dengan sebatang camel,"If you're in Luwuk, so ba burasa x kua bugis is topped with a stick of camel","if you're in luwuk, so ba burasa x kua bugis is topped with a stick of camel","if you're in luwuk, so ba burasa x kua bugis is topped with a stick of camel",if you re in luwuk so ba burasa x kua bugis is topped with a stick of camel,if you re in luwuk so ba burasa x kua bugis is topped with a stick of camel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
8.541416564336599e+17,blood luwuk of larceny,blood luwuk of larceny,blood luwuk of larceny,blood luwuk of larceny,blood luwuk of larceny,blood luwuk of larceny,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.1837747886505902e+18,Langit nya luwuk memang paling gaga di dunia,Luwuk's sky is the most spectacular in the world,luwuk's sky is the most spectacular in the world,luwuk's sky is the most spectacular in the world,luwuk s sky is the most spectacular in the world,luwuk s sky is the most spectacular in the world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
267080157.0,Jadwal Libur selanjutnya Luwuk-Jakarta-Jogja-Madiun-Jogja-Jakarta-Balikpapan-Luwuk Semoga gak drop aja nih badan 2 minggu gas poll ,The next holiday schedule is Luwuk-Jakarta-Jogja-Madiun-Jogja-Jakarta-Balikpapan-Luwuk. Hopefully your body won't just drop in 2 weeks gas poll,the next holiday schedule is luwuk-jakarta-jogja-madiun-jogja-jakarta-balikpapan-luwuk. hopefully your body won't just drop in 2 weeks gas poll,the next holiday schedule is luwuk-jakarta-jogja-madiun-jogja-jakarta-balikpapan-luwuk. hopefully your body won't just drop in  weeks gas poll,the next holiday schedule is luwuk jakarta jogja madiun jogja jakarta balikpapan luwuk  hopefully your body won t just drop in  weeks gas poll,the next holiday schedule is luwuk jakarta jogja madiun jogja jakarta balikpapan luwuk hopefully your body won t just drop in weeks gas poll,"{'neg': 0.07, 'neu': 0.629, 'pos': 0.301, 'compound': 0.7906}",0.7906,positif
1.256610708021629e+18, ayo ikut om ke kendari kerja. ayo ikut om ke jkt kerja. ayo ikut om ke luwuk kerja. semua beda org ngajaknya jauh2 dan masih memilih bertahan dgn gaji yg pas2an ini,"Come on, come with Uncle to work. Come on, come with Uncle to work. Come on, come with Uncle to work in Luwuk. Different people take it all the way and still choose to survive on this mediocre salary","come on, come with uncle to work. come on, come with uncle to work. come on, come with uncle to work in luwuk. different people take it all the way and still choose to survive on this mediocre salary","come on, come with uncle to work. come on, come with uncle to work. come on, come with uncle to work in luwuk. different people take it all the way and still choose to survive on this mediocre salary",come on come with uncle to work  come on come with uncle to work  come on come with uncle to work in luwuk  different people take it all the way and still choose to survive on this mediocre salary,come on come with uncle to work come on come with uncle to work come on come with uncle to work in luwuk different people take it all the way and still choose to survive on this mediocre salary,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0372963647223887e+18, Menuju Paradigma Baru Pemidanaan Indonesia Halo Sahabat Pemasyarakatan Disahkannya Undang-Undang Nomor 22 Tahun 2022 tentang Pemasyarakatan menjadi penyempurna transformasi Pemasyarakatan Indonesia.,Towards a New Paradigm for Indonesian Penal Services Hello Friends of Corrections The passing of Law Number 22 of 2022 concerning Corrections completes the transformation of Indonesian Corrections.,towards a new paradigm for indonesian penal services hello friends of corrections the passing of law number 22 of 2022 concerning corrections completes the transformation of indonesian corrections.,towards a new paradigm for indonesian penal services hello friends of corrections the passing of law number  of  concerning corrections completes the transformation of indonesian corrections.,towards a new paradigm for indonesian penal services hello friends of corrections the passing of law number  of  concerning corrections completes the transformation of indonesian corrections ,towards a new paradigm for indonesian penal services hello friends of corrections the passing of law number of concerning corrections completes the transformation of indonesian corrections,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.5267}",0.5267,positif
